Unidade Estratégica,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
Superintendência de Tecnologia da Informação,4,4,4,4,4,4,4,5,4,4
Secretaria de Relações Internacionais,5,5,5,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,4,5,5,5,5,5
Pró-Reitoria de Administração,5,5,4,5,5,5,4,5,5,4
Pró-Reitoria de Administração,4,5,4,5,4,5,4,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,4,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,1,1,1,1,1,1,1,1,1,1
Pró-Reitoria de Administração,3,3,4,4,3,4,3,5,5,5
Pró-Reitoria de Administração,2,2,4,4,2,2,2,4,4,5
Pró-Reitoria de Administração,3,3,4,4,3,3,3,5,4,4
Pró-Reitoria de Administração,3,3,4,4,3,3,3,5,4,4
Pró-Reitoria de Administração,3,2,3,4,2,3,2,4,3,4
Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Secretaria de Cultura,4,4,4,4,4,4,4,4,4,4
Secretaria de Cultura,4,4,5,5,4,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,5,5,5,5,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,4,4,4,4,4,5,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,4,4,4,5,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,4
Pró-Reitoria de Gestão de Pessoas,4,5,5,5,4,5,4,5,5,5
Pró-Reitoria de Gestão de Pessoas,3,3,5,4,5,3,4,5,5,4
Pró-Reitoria de Gestão de Pessoas,4,5,5,5,5,5,4,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,4,4,4,4,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,4,5,4,5,4,5,4,5,4,4
Pró-Reitoria de Gestão de Pessoas,4,5,5,5,5,5,4,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,4,4,4,4,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,4,4,4,4,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,4,4,4,4,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,4,5,5,5
Pró-Reitoria de Gestão de Pessoas,3,5,5,4,4,5,5,5,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,4,4,5,5,4,4,4,5,4,5
Pró-Reitoria de Administração,4,4,5,5,5,5,5,5,5,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,4,5,5,4,5,5,4,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,4,4,4,4,4,4,4,4,4,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,4,4,4,5,5,5,5,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,4,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,3,4,3,5,5,5,4,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,4,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,3,4,3,5,4,5,4,5
Pró-Reitoria de Gestão de Pessoas,4,3,4,4,3,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,4,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,4,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,4,4,5,5,5,5,5,5,5,4
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Centro de Artes,5,5,5,5,5,5,5,5,5,4
Centro de Ciências Exatas,3,4,5,4,3,4,4,4,4,4
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,4,5,5,4,5,5,5,5
Centro de Ciências Humanas e Naturais,5,4,4,4,4,4,5,5,5,4
Centro de Ciências Humanas e Naturais,5,4,4,4,4,4,4,5,5,4
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,4,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,4,5,5,5,2,5,4,5,5,3
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,4,4,5,5,5,4,4,5,5
Centro de Educação,5,5,5,5,5,5,5,5,5,5
Centro de Educação,5,5,5,5,5,5,5,5,5,5
Centro de Educação,5,4,4,5,5,5,4,5,5,4
Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,3,4,4,5,5,5,3,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Secretaria de Relações Internacionais,5,5,4,5,5,5,4,5,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,4,4,4,4,4,5,4,3,4,4
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,4,5
Superintendência de Infraestrutura,4,4,4,5,4,5,4,5,4,5
Superintendência de Infraestrutura,4,4,5,5,4,5,5,5,5,5
Superintendência de Infraestrutura,5,4,4,4,4,5,4,4,4,5
Superintendência de Infraestrutura,4,5,5,5,4,5,4,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,4,4,5,4,5,5,4,4,4
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,4,4,5,4,5,5,4,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,4,4,5,4,5,4,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Secretaria de Relações Internacionais,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,4,5,4,5,5,5,4,5
Pró-Reitoria de Administração,4,5,5,5,5,5,4,5,5,5
Pró-Reitoria de Administração,5,5,5,5,4,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,4
Pró-Reitoria de Administração,5,5,5,5,4,5,5,4,5,5
Pró-Reitoria de Administração,4,4,4,4,4,4,4,4,4,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,4,4,4,4,4,4,4,4,4,4
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,4,4,5,5,4,5,4,5,5
Superintendência de Infraestrutura,4,4,4,4,4,4,4,4,4,4
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura,5,4,5,5,4,5,3,5,5,5
Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,5,4,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,4,5,5,5,5,5,5,5,5
Pró-Reitoria de Extensão,5,4,4,5,5,5,5,5,5,4
Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,4,5,5
Pró-Reitoria de Administração,5,5,4,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura ,5,4,5,5,4,4,4,4,5,5
Superintendência de Infraestrutura ,4,4,3,4,4,4,4,4,4,4
Superintendência de Infraestrutura ,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura ,5,5,5,5,5,5,5,5,5,5
Superintendência de Infraestrutura ,4,4,4,4,4,4,4,4,4,4
Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Secretaria de Cultura,5,4,5,5,4,5,5,5,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,5,4,5,4,5,5,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,5,4,5,5,5,4,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,4,4,4,4,4,4,4,4,4,4
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,2,3,3,3,4,4,4,3,3
Edufes,5,4,5,5,5,5,5,5,5,5
Edufes,5,4,4,5,4,5,4,5,4,4
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,5,5,5,5,5,5,5,5,5,5
Edufes,4,3,3,4,3,4,3,4,3,3
Edufes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,4,4,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,4,4,4,4,4,4,4,4
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,4,5,4,5,5,5,4,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,4,5,5,5,5,5
Instituto de Odontologia,5,4,5,5,4,4,5,4,4,4
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,4,4,4,4,4,4,4,4,4
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,4,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,5,5,5,5,5,5,5,5,5,5
Ouvidoria,5,5,5,5,5,5,5,5,5,5
Ouvidoria,4,4,4,4,4,4,4,4,5,5
Ouvidoria,4,5,5,5,5,5,5,5,5,5
Ouvidoria,5,5,4,5,4,5,4,5,5,5
Ouvidoria,5,5,5,4,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,4,4,5,4,5,5,4,4
Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,4,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Procuradoria Federal,5,5,5,5,5,5,5,5,5,5
Procuradoria Federal,5,5,5,5,5,5,5,5,5,5
Procuradoria Federal,5,5,5,5,5,5,5,5,5,5
Instituto Tecnológico,2,2,2,2,2,2,2,2,2,2
Instituto de Odontologia,5,4,4,5,5,5,4,5,4,5
Procuradoria Federal,5,5,5,5,5,5,5,5,5,5
Centro de Educação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,4,4,4,4,3,4,4,4,3,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,4,4,4,5,4,5,4,4,4,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,4,5,4,5,4,4,4,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,4,4,4,5,4,5,5,4
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,3,5,5,5,5,5,5,4,4
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,4,5,4,5,5,5,5,5,5
Biblioteca Central,5,4,5,5,5,5,4,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,4,3,4,4,3,4,3,4,4,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,2,3,3,5,5,5,3,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,4,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,4,5,5,5,5,5,4,5,4,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,4,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,4,4,5,4,5,5,4,4,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,2,3,3,4,5,3,5,4,5
Pró-Reitoria de Administração,5,4,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,4,5,5,5,5,5,4,5,5,5
Pró-Reitoria de Administração,4,5,5,5,4,5,3,5,5,5
Pró-Reitoria de Administração,5,4,5,5,5,5,5,5,5,4
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,4,5,4,5,4,5,4,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,4
Pró-Reitoria de Administração,4,4,4,4,4,5,4,4,4,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,4,5,5,5,5,4,5,5,5
Pró-Reitoria de Administração,4,3,4,5,2,3,3,5,2,4
Pró-Reitoria de Administração,4,4,3,3,3,3,4,3,3,4
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,3,2,2,2,2,3,2,4,2,2
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,4,4,4,4,4,4,4,4,4,4
Biblioteca Central,5,3,3,4,4,5,3,5,3,3
Biblioteca Central,2,1,2,2,2,1,1,2,1,1
Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Biblioteca Central,4,3,3,4,4,5,4,4,4,4
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,4,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,4,4,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Gabinete da Reitoria,4,4,4,4,4,4,4,4,4,4
Gabinete da Reitoria,4,3,4,4,4,4,3,4,4,4
Gabinete da Reitoria,4,5,5,5,5,5,5,5,5,5
Gabinete da Reitoria,4,4,5,5,5,5,4,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,4,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,5,4,5,5,5,5,4,5,5,5
Pró-Reitoria de Administração,4,3,3,4,4,4,4,3,4,3
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,4,5,5,5,5,5
Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,4,4
Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Superintendência de Comunicação,5,5,5,5,4,5,5,5,5,5
Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Superintendência de Comunicação,5,4,5,5,5,5,5,5,4,5
Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
